nt,Ladder,GOLLDaFull
589.390801766517,0.6921916,4.968099
584.4574365897424,0.7427176,4.80749
579.5511831596765,0.7832006,4.688179
574.6719914915591,0.8011967,4.607162
569.8198112419959,0.7672084,4.591952
564.9945917090776,0.7278835,4.59753
560.196281832542,0.7037243,4.556395
555.4248301939385,0.7121667,4.445941
550.6801850168066,0.7487917,4.219317
545.9622941668842,0.8140486,3.937587
541.2711051523185,0.9211519,3.643353
536.6065651239028,1.009056,3.382095
531.9686208753247,1.13847,3.205847
527.3572188434334,1.335932,3.109702
522.7723051085303,1.578609,3.110645
518.2138253946622,1.879753,3.17966
513.6817250699459,2.278731,3.265862
509.17594914690653,2.862085,3.351833
504.6964422828304,3.600676,3.41843
500.2431487801385,4.638046,3.41869
495.8160125867762,6.007973,3.368077
491.4149772966245,7.723893,3.194771
487.0399861499256,9.970599,2.979854
482.6909820337297,12.74619,2.743441
478.3679074823603,15.90705,2.596161
474.0707046778944,19.14224,2.587728
469.79931545066586,22.23325,2.649774
465.55368127978915,25.04374,2.704867
461.33374329369417,27.50867,2.734955
457.1394422706916,29.83587,2.712425
452.9707186395456,31.70279,2.637953
448.82751248007617,31.95577,2.537775
444.709763523776,29.614,2.466348
440.61741115444823,24.58288,2.400689
436.5503944088641,17.90349,2.345165
432.50865197744037,11.08103,2.321941
428.49212220493786,5.788467,2.331767
424.5007430911801,2.759633,2.381783
420.53445229179067,1.544636,2.455733
416.5931871189552,1.139892,2.558945
412.67688454219984,0.9654878,2.653778
408.78548118919014,0.868405,2.713094
404.91891334655907,0.8413067,2.702277
401.0771169607446,0.8027558,2.616225
397.2600276388575,0.757624,2.494683
393.46758064956566,0.7041193,2.397067
389.69971092400147,0.6613963,2.378624
385.9563530566931,0.6261126,2.438113
382.2374413065123,0.6089876,2.552089
378.5429095976509,0.5964304,2.631461
374.8726915206114,0.5885687,2.611946
371.2267203332273,0.5648778,2.503287
367.60492896170337,0.5332389,2.300316
364.00725000167245,0.4933194,2.081794
360.43361571928546,0.4513492,1.882698
356.8839580523153,0.4227525,1.74674
353.3582086112873,0.4073002,1.702732
349.8562986806339,0.4071126,1.696348
346.37815921986595,0.4246399,1.74238
342.9237208647777,0.4381835,1.747379
339.4929139286641,0.4380145,1.707165
336.0856684035693,0.430364,1.628933
332.7019139615552,0.4114345,1.503274
329.3415799559938,0.3699391,1.390736
326.0045954228846,0.3603792,1.308429
322.69088908219493,0.3653817,1.246663
319.400389339224,0.390157,1.215667
316.1330242859923,0.4189447,1.152969
312.88872170265273,0.4248373,1.120049
309.6674090589301,0.4203082,1.080366
306.4690135155811,0.4213176,1.060856
303.2934619258802,0.4105397,1.064753
300.14068083713187,0.4130765,1.067223
297.01059649220355,0.4030172,1.077621
293.903134831088,0.3863557,1.079885
290.81822149248876,0.384218,1.101775
287.755781815428,0.3851356,1.146767
284.71574084088405,0.4221658,1.19537
281.69802331345153,0.4625241,1.208354
278.70255368302674,0.4668953,1.202267
275.72925610651936,0.4820572,1.201516
272.77805444959006,0.4682499,1.192328
269.84887228841126,0.4376271,1.148313
266.9416329114573,0.4170029,1.099503
264.05625932131665,0.4023002,1.017609
261.19267423653315,0.4191158,0.928126
258.3508000934711,0.4197832,0.8542556
255.5305590482068,0.4179648,0.8359301
252.73187297844552,0.3965301,0.8360989
249.9546634854689,0.3870544,0.8437625
247.19885189610142,0.3708197,0.8770995
244.464359264709,0.3806073,0.9311576
241.75110637522184,0.4505827,0.9720042
239.0590137431828,0.5459867,0.9932249
236.3880016178249,0.6610493,0.9837975
233.73798998417314,0.7881656,0.9324672
231.10889856517355,0.9400952,0.8569784
228.50064682384888,1.105579,0.7872822
225.91315396548148,1.262018,0.7360911
223.3463389398241,1.441864,0.7105132
220.8001204433338,1.617784,0.6832774
218.2744169214365,1.748054,0.6512621
215.7691465708177,1.84933,0.6164938
213.2842273417381,1.939815,0.5781111
210.81957694037888,2.09643,0.5412364
208.37511283121339,2.379137,0.4892104
205.95075223940356,2.862602,0.4518537
203.54641215322854,3.572892,0.4163351
201.16200932653337,4.625078,0.3768029
198.7974602812126,6.055075,0.3386759
196.45268130971522,8.160469,0.3211938
194.12758847757948,11.09636,0.3121018
191.82209762599433,14.79057,0.319154
189.53612437438798,18.5546,0.3128357
187.26958412304484,21.23995,0.3210828
185.02239205574747,21.88381,0.3311898
182.79446314244836,20.07108,0.3574532
180.58571214196724,16.30998,0.4039911
178.39605360471555,11.82609,0.444279
176.22540187545036,7.76765,0.4477387
174.07367109605255,4.822449,0.4400506
171.94077520833443,2.95289,0.4200757
169.82662795687312,1.854226,0.4108833
167.7311428918724,1.231716,0.3836695
165.65423337205075,0.8630375,0.3379847
163.595812567557,0.6423128,0.2970757
161.55579346291265,0.488055,0.2849919
159.53408885998246,0.3788543,0.267387
157.5306113809688,0.2966272,0.2504358
155.54527347143832,0.2418691,0.2568715
153.57798740337046,0.2013431,0.253698
151.62866527823482,0.1767033,0.2511406
149.69721903009702,0.1768303,0.2488062
147.78356042874768,0.183275,0.2392824
145.88760108286056,0.1914656,0.2404051
144.0092524431774,0.2013656,0.2099694
142.14842580571812,0.1971852,0.1917135
140.30503231501785,0.1982456,0.2007032
138.47898296739046,0.2093802,0.1878559
136.6701886142185,0.2245216,0.180308
134.87855996526795,0.2381224,0.1620723
133.1040075920323,0.2447084,0.1448487
131.34644193109847,0.2410775,0.1298704
129.60577328754098,0.2175544,0.1120801
127.8819118383421,0.1903695,0.1074629
126.17476763583608,0.1855929,0.09659785
124.4842506111797,0.1854857,0.07983886
122.81027057784883,0.1741,0.07365134
121.15273723515861,0.176302,0.06000286
119.51156017181012,0.1878058,0.05338454
117.8866488694612,0.1837652,0.05518001
116.27791270632243,0.1871535,0.0691279
114.68526096077748,0.175314,0.07765725
113.10860281502752,0.1626253,0.08968668
111.54784735876132,0.1513909,0.1064095
110.00290359284739,0.1313461,0.1226646
108.47368043305242,0.1268718,0.1245726
106.96008671378098,0.1536761,0.1164918
105.46203119184028,0.1916786,0.1235105
103.97942255022839,0.2089923,0.139355
102.51216940194503,0.1807851,0.1584709
101.06018029382525,0.1598866,0.1756468
99.62336371039594,0.1480123,0.1840619
98.20162807775509,0.1401624,0.181229
96.79488176747323,0.1661034,0.1597484
95.4030331005168,0.1799329,0.1310536
94.02599035119302,0.1751203,0.09954246
92.66366175111695,0.1503385,0.07835698
91.31595549319933,0.1344577,0.0661298
89.98277973565568,0.1353975,0.08020554
88.66404260603652,0.1405886,0.1079637
87.35965220527707,0.1375378,0.1486288
86.06951661176807,0.1202017,0.1531305
84.79354388544618,0.09913199,0.1317943
83.53164207190466,0.09549931,0.1234019
82.28371920652187,0.1102471,0.1228854
81.04968331861072,0.1251518,0.1027028
79.82944243558558,0.1296899,0.0952258
78.62290458714737,0.1462042,0.1089102
77.42997780948824,0.1558952,0.1150284
76.25057014951247,0.1512531,0.1080684
75.08458966907554,0.1605315,0.1037453
73.93194444924008,0.1752912,0.09874833
72.7925425945486,0.1949182,0.07555945
71.6662922373124,0.2131376,0.05181953
70.55310154191669,0.2274314,0.0757943
69.4528787091411,0.2382272,0.08148068
68.36553198049585,0.2171793,0.07179467
67.29096964257195,0.1950458,0.0798911
66.2291000314068,0.1900318,0.07981492
65.17983153686309,0.1927253,0.07995705
64.14307260702167,0.2202117,0.0852551
63.11873175258768,0.2539591,0.09839565
62.106717551309266,0.282187,0.09272723
61.10693865240859,0.2975754,0.0660197
60.119303781025444,0.2915294,0.0509401
59.14372174267103,0.2819155,0.04255639
58.18010142769413,0.264461,0.03777849
57.22835181575696,0.2603455,0.0563942
56.28838198032147,0.2641152,0.08314899
55.36010109314489,0.2522051,0.1046693
54.44341842878511,0.2268038,0.1151037
53.53824336911391,0.1927429,0.1038086
52.644485407838445,0.1874877,0.08418752
51.762054155031144,0.2118845,0.0773591
50.890859341665575,0.2318283,0.07611077
50.03081082415977,0.2498462,0.07806424
49.181818588925154,0.2536342,0.07927167
48.343792756921175,0.2288811,0.08057453
47.516643588214805,0.1962674,0.08428524
46.70028148654467,0.1667252,0.0883844
45.89461700388884,0.1629803,0.07915515
45.09956084503618,0.1833157,0.06773403
44.315023872159735,0.2026627,0.05428533
43.540917109393384,0.2144814,0.05058701
42.77715174740931,0.1991101,0.0609191
42.02363914799632,0.1536333,0.08122525
41.28029084863916,0.1180697,0.1175747
40.547018567096956,0.06775043,0.1304995
39.8237342059812,0.04090773,0.1290162
39.11034985733211,0.03228646,0.1333168
38.40677780719286,0.04061361,0.1365063
37.71293054018114,0.07233275,0.1727306
37.02872074405706,0.1182036,0.2273009
36.354061314287485,0.1762202,0.3342285
35.68886535860519,0.2472014,0.499153
35.03304620156285,0.3281144,0.7633234
34.386517389080986,0.533866,1.184879
33.74919269298903,0.9077854,1.853246
33.12098611555933,1.524813,2.872961
32.50181189403263,2.531545,4.355071
31.891584505135004,3.921497,6.232073
31.29021866958522,5.7305,8.544998
30.69762935659167,8.077801,11.33555
30.113731788338836,10.9454,14.48679
29.538441444461714,14.29233,17.83107
28.971674066507795,17.9479,21.25778
28.413345662386256,21.65115,24.45226
27.863372510802897,24.76676,26.86626
27.321671165680687,25.81648,27.29189
26.788158460565064,23.86713,24.91358
26.262751513012585,19.13538,19.87867
25.745367728963295,12.71769,13.28199
25.235924807094886,6.548631,6.946401
24.734340743158914,2.172491,2.417679
24.240533834297363,0.1612933,0.2359183
23.75442268333954,-0.176633,-0.1906981
23.275926203077766,-0.06478018,-0.07601826
22.804963620521946,-0.001680483,-0.008940574
22.34145448113142,-0.001210293,-0.005048621
21.885318653023788,-0.02467003,-0.01219989
21.436476331159582,-0.009796106,-0.02844422
20.994848041502326,-0.03039757,-0.03111627
20.560354645152692,-0.0334239,-0.03365845
20.132917342456555,-0.03125381,-0.01290004
19.712457677085585,-0.04243644,0.01238864
19.29889754008968,-0.06139361,0.03293545
18.892159173920675,-0.06680994,0.03706601
18.492165176426106,-0.07069779,0.01615898
18.09883850481263,-0.05803999,-0.01181977
17.712102479577805,-0.04215901,-0.02435978
17.331880788409737,-0.01200191,-0.0270787
16.958097490053643,-0.007396203,-0.02923275
16.59067701814427,-0.03090753,-0.04200664
16.229544185003988,-0.04345195,-0.04626209
15.874624185404796,-0.03882362,-0.05714152
15.525842600294114,-0.02705325,-0.07044223
15.183125400483233,-0.00384775,-0.0620948
14.846398950297427,0.03152635,-0.04881272
14.515590011187475,0.06979523,-0.04666825
14.190625745300832,0.0797586,-0.03864049
13.871433719012485,0.06210991,-0.02013417
13.557941906414076,0.03874572,-0.01490543
13.250078692760681,0.02023402,-0.02551059
12.94777287787433,0.007860384,-0.0144849
12.650953679503612,0.01053124,0.001779146
12.359550736638049,0.01813187,0.006298199
12.073494112777103,-0.0003758028,-0.004095402
11.792714299152209,-0.02937022,-0.002054875
11.517142217901677,-0.04598985,-0.008522258
11.246709225197245,-0.03572435,-0.009954424
10.981347114321453,-0.01226353,9.463666e-05
10.72098811869528,-0.003135026,0.02120126
10.46556491485482,-0.007850979,0.01773497
10.215010625376712,-0.03644485,-0.0149535
9.969258821750971,-0.05331304,-0.05054939
9.72824352720077,-0.05201522,-0.05540798
9.491899219448204,-0.04880236,-0.06675468
9.260160833425287,-0.02912202,-0.0560651
9.032963763929494,-0.004419962,-0.03149987
8.810243868222896,0.01167894,-0.01387505
8.591937468574129,0.01943581,-0.0172009
8.377981354742591,0.02827247,-0.01839511
8.168312786403895,0.0435636,-0.0008694278
7.962869495516062,0.04900766,0.005819216
7.761589688625401,0.04635394,0.02013142
7.564412049111612,0.04802472,0.04250381
7.371275739371297,0.04535493,0.05218352
7.18212040293898,0.02745881,0.0440654
6.9968861665453606,0.01058285,0.03409787
6.815513642111539,-0.004732443,0.01875754
6.637943928679035,-0.02162205,-0.005569231
6.464118614274574,-0.0360779,-0.02109075
6.293979777709117,-0.0497796,-0.01363269
6.12746999031054,-0.0403683,-0.00773494
5.964532317589191,-0.01328543,-0.0113776
5.805110320835709,0.01851942,0.004701674
5.649148058650635,0.02531416,-0.004101395
5.496590088404963,0.03537634,-0.01546611
5.347381467631399,0.01967923,-0.01110941
5.201467755345296,-0.02178185,-0.01149022
5.05879501329515,-0.03723516,-0.01451571
4.919309807141815,-0.04779468,-0.0242801
4.782959207565993,-0.05712853,-0.0173666
4.649690791303622,-0.05514145,0.003307144
4.519452642108419,-0.0117284,0.01307764
4.392193351641264,0.03034964,0.005575752
4.267862020286002,0.03305821,-0.01068428
4.146408257891024,0.05177428,-0.02115039
4.027782184436442,0.05622206,-0.02934877
3.9119344306262778,0.02006323,-0.02806818
3.7988161384053174,0.002034231,-0.006537134
3.688378961400355,-0.009632357,0.01849454
3.5805750652853097,-0.01571379,0.03831786
3.475357128070126,-0.03337118,0.04525861
3.3726783403128686,-0.03737035,0.04726076
3.2724924052549826,-0.03224397,0.04471189
3.174753538879297,-0.02667265,0.03138505
3.0794164698905906,-0.02089228,0.01513111
2.986436439618519,-0.01922913,0.005246771
2.8957692018426555,-0.01363527,-0.007322113
2.8073710225395505,-0.01977358,-0.003402916
2.721198679551554,-0.02876104,0.01880921
2.637209462177392,-0.04923653,0.0587829
2.5553611706843564,-0.05529179,0.09199827
2.4756121157419932,-0.0639089,0.09435063
2.3979211177772872,-0.05840296,0.07717384
2.3222475062513506,-0.05376989,0.06804419
2.2485511188574994,-0.06547163,0.05150433
2.176792300640934,-0.0965004,0.04462096
2.1069319030398828,-0.117781,0.03966682
2.0389312828484547,-0.1463761,0.03336233
1.9727523011012096,-0.1506673,0.03528017
1.9083573218796241,-0.1393639,0.02692857
1.845709211040651,-0.1257614,0.03268564
1.7847713348675056,-0.09439168,0.02779844
1.7255075586429407,-0.06134656,0.01195762
1.667882245145283,-0.05499989,-0.004350161
1.6118602530674482,-0.08470213,0.01461798
1.557406935359336,-0.1130958,0.05884187
