nt,Ladder,OLE_01
530.6447063311692,0.7068568,4.268987
526.0704304965166,0.768885,2.927641
521.5222076161677,0.8481979,2.673107
516.9999857464416,0.9342934,2.391995
512.5037125912125,1.024909,2.232071
508.03333550217957,1.143696,2.171658
503.5888014791509,1.322144,2.133715
499.17005717034914,1.599791,2.058452
494.7770488727292,1.980828,1.927646
490.40972253232184,2.487753,1.749817
486.068023744586,3.126676,1.57137
481.75189775478526,3.919567,1.426295
477.4612894583796,4.964942,1.329053
473.19614340143573,6.272799,1.285752
468.9564037810554,7.829337,1.292774
464.7420144458254,9.63356,1.323362
460.5529188962792,11.71958,1.356235
456.38906028538577,14.16257,1.401491
452.2503814190499,17.1661,1.44715
448.13682475663495,20.97615,1.50864
444.0483324115074,25.43656,1.602796
439.9848461515938,29.27469,1.71706
435.9463073999644,30.65358,1.796709
431.9326572354294,28.35258,1.798151
427.94383639316095,22.60305,1.744191
423.9797852653329,15.0733,1.649293
420.0404439017778,8.211493,1.536777
416.12575201066795,3.799624,1.473237
412.2356489592148,2.149294,1.456766
408.370073774386,1.994031,1.464344
404.52896514365216,2.152493,1.446248
400.71226141574,2.186724,1.412934
396.919900601422,2.027897,1.368399
393.1518203743113,1.731458,1.309983
389.4079580716913,1.372996,1.266272
385.68825069535876,1.024697,1.263915
381.99263491248894,0.7604435,1.286507
378.32104705652387,0.5842994,1.329886
374.6734231280822,0.4814205,1.384328
371.0496987958878,0.4069744,1.417214
367.44980939772614,0.3725297,1.425388
363.8736899414137,0.3673643,1.412423
360.3212751058001,0.3374702,1.383388
356.79249924178316,0.3080215,1.34909
353.2872963733497,0.2876527,1.309493
349.80560019864424,0.2825004,1.280261
346.34734409104664,0.2750123,1.235057
342.9124611002899,0.25597,1.158443
339.50088395358557,0.2598528,1.072127
336.11254505678056,0.2445349,0.9906413
332.7473764955358,0.2152307,0.9097704
329.40531003652427,0.2149674,0.8204576
326.08627712865837,0.1977942,0.7460939
322.7902089043356,0.1797535,0.6746063
319.51703618070957,0.1576701,0.6310548
316.26668946098613,0.174957,0.615916
313.0390989357397,0.2014029,0.6060808
309.8341944842581,0.2075888,0.5981808
306.65190567590747,0.2237084,0.5942368
303.4921617715233,0.2294524,0.560413
300.3548917248258,0.2110394,0.5441289
297.2400241838563,0.1927384,0.5386149
294.147487492444,0.1906389,0.5485588
291.0772096916931,0.2202842,0.5598402
288.0291185214939,0.2569073,0.5676243
285.0031414220623,0.2863371,0.5566127
281.99920553550066,0.3008938,0.5679007
279.0172377073855,0.2995842,0.5592684
276.05716448838007,0.2794009,0.5506363
273.1189121358721,0.2657779,0.5263526
270.20240661563446,0.2580864,0.5001643
267.30757360351595,0.2628845,0.4839327
264.43433848715284,0.273691,0.4842657
261.5826263677087,0.2847963,0.5005092
258.7523620616385,0.3133524,0.5409431
255.9434701024798,0.3284702,0.5652978
253.15587474266607,0.3346078,0.5551053
250.38949995537274,0.3555094,0.5561104
247.6442694363823,0.3722458,0.5732589
244.920106605978,0.4009825,0.5981034
242.2169346108654,0.4431266,0.6487389
239.5346763261171,0.5014563,0.6774533
236.87325435714686,0.5760467,0.6947123
234.2325910417058,0.6833389,0.7259386
231.61260845190978,0.8563577,0.7250297
229.01322839628997,1.051095,0.7258525
226.43437242187022,1.223354,0.6835129
223.87596181627387,1.377028,0.6384006
221.33791760985252,1.528453,0.5999539
218.8201605778456,1.683362,0.5447672
216.32261124256476,1.8338,0.5186712
213.84518987560418,1.99428,0.4853084
211.38781650008127,2.163498,0.4605355
208.95041089289992,2.35588,0.4337734
206.53289258704322,2.624749,0.4152743
204.13518087389332,3.022664,0.4183501
201.75719480557578,3.596912,0.3911573
199.3988531973355,4.412504,0.3632874
197.06007462993438,5.602384,0.3521287
194.74077745208032,7.348294,0.3355357
192.44087978288115,9.635477,0.3545135
190.16029951432594,12.06973,0.3936816
187.89895431379477,13.88653,0.4285856
185.6567616265943,14.35424,0.4331143
183.43363867852005,13.18804,0.4227001
181.2295024784494,10.70873,0.4129342
179.0442698209555,7.695261,0.3853531
176.8778572889564,5.019122,0.356141
174.73018125638328,3.115476,0.3417482
172.6011578908828,1.955278,0.3352317
170.49070315654168,1.264843,0.3262872
168.39873281664077,0.8470119,0.3228228
166.32516243643732,0.5909884,0.325942
164.26990738597098,0.4190245,0.306376
162.23288284290058,0.3030356,0.2925717
160.21400379536618,0.2276418,0.2847544
158.2131850448771,0.1461667,0.2950894
156.23034120923123,0.09866372,0.3116665
154.2653867254553,0.08074015,0.315881
152.31823585277752,0.08543174,0.2846734
150.38880267562436,0.1052752,0.235785
148.4770011066445,0.1313378,0.1908188
146.58274488975965,0.1505114,0.1599755
144.70594760324352,0.135271,0.1365562
142.84652266282518,0.1109132,0.1520917
141.00438332482062,0.1203111,0.1764694
139.17944268929057,0.1457798,0.1786093
137.37161370322443,0.1554463,0.176346
135.5808091637507,0.1711255,0.1590351
133.80694172137444,0.1821217,0.1292132
132.04992388323993,0.1633537,0.08818273
130.3096680164193,0.1408721,0.06732799
128.586086351229,0.1184276,0.08064757
126.87909098457003,0.1136959,0.08659242
125.18859388329486,0.1229953,0.08594123
123.51450688760083,0.1263764,0.09662736
121.85674171444725,0.1426705,0.09737625
120.21520996099969,0.1301384,0.09454037
118.58982310809868,0.1191075,0.09957399
116.98049252375431,0.1092229,0.1085916
115.38712946666453,0.08796987,0.1102886
113.80964508975956,0.08443709,0.1031636
112.24795044377056,0.08290542,0.1025028
110.70195648082328,0.08566705,0.1059368
109.17157405805536,0.09340885,0.1040143
107.65671394125827,0.1074084,0.1035274
106.15728680854323,0.1299025,0.1141044
104.67320325403182,0.1394636,0.1169534
103.20437379156864,0.1303731,0.1105783
101.75070885845895,0.1149711,0.1178113
100.31211881922896,0.1123208,0.1429905
98.88851396940882,0.1228536,0.1675797
97.47980453933988,0.1402238,0.1792888
96.08590069800326,0.160886,0.1795
94.70671255687103,0.1618268,0.1753006
93.34215017378048,0.1577853,0.1656299
91.99212355682941,0.1239062,0.1431196
90.65654266829371,0.111486,0.1261473
89.33531742856661,0.09628482,0.1097907
88.0283577201184,0.09061907,0.1000146
86.7355733914775,0.08266284,0.1070009
85.45687426123267,0.07129165,0.1162186
84.19217012205557,0.05691525,0.1241811
82.94137074474236,0.04663996,0.1219096
81.70438588227692,0.05821445,0.1117071
80.48112527391248,0.0846841,0.09672379
79.27149864927233,0.09706854,0.0882872
78.07541573247069,0.1104825,0.09212188
76.8927862462513,0.1152922,0.09268866
75.72351991614444,0.1222772,0.09690289
74.56752647464236,0.1195622,0.1042825
73.42471566539187,0.1178897,0.1242072
72.29499724740484,0.1163122,0.1524801
71.17828099928496,0.1075249,0.1619937
70.07447672347196,0.1135432,0.1642355
68.98349425050152,0.1246294,0.1734061
67.90524344328105,0.1270898,0.1724046
66.83963420138156,0.1274215,0.1616452
65.78657646534398,0.1296661,0.1533009
64.74598022100051,0.1193709,0.166925
63.71775550381064,0.1048688,0.1857827
62.70181240321052,0.1084983,0.1964973
61.69806106697612,0.1181774,0.2004139
60.70641170559985,0.1235612,0.214567
59.72677459667896,0.131246,0.20616
58.7590600893173,0.1516518,0.1740371
57.80317860853786,0.1667516,0.1351247
56.85904065970762,0.1652875,0.09141744
55.92655683297202,0.1619971,0.0759059
55.0056378077015,0.1543394,0.06487256
54.09619435694651,0.147185,0.05151245
53.19813735190264,0.1475792,0.05259152
52.311377766384915,0.1419178,0.0501976
51.43582668131013,0.1333734,0.03161206
50.5713952891876,0.1168488,0.03202019
49.71799489861687,0.09772,0.0481669
48.8755369387929,0.0849957,0.073296
48.04393296401727,0.09351984,0.07860718
47.223094658215786,0.1097227,0.06986317
46.412933839460734,0.1151777,0.06044495
45.613362464498756,0.1285147,0.04324378
44.82429263328194,0.1485209,0.01690815
44.04563659350388,0.1578693,0.03071594
43.27730674513789,0.1454201,0.03273441
42.519215644978026,0.1347637,0.03341736
41.77127601118219,0.1263688,0.02823543
41.033400727816506,0.1072136,0.007140039
40.30550284940041,0.08687651,0.007334666
39.58749560545208,0.09415389,-0.009063954
38.87929240503318,0.09521788,0.02108204
38.180806841292735,0.09819771,0.06067983
37.49195269600898,0.0946726,0.09481247
36.81264394412936,0.1052901,0.1333696
36.142794758307154,0.1155578,0.1467957
35.48231951343451,0.1319189,0.1740684
34.83113279117137,0.1829367,0.2192027
34.18914938446913,0.3070698,0.2671599
33.55628430208913,0.5509495,0.4777329
32.9324527731143,0.9673274,0.8320315
32.31757025145431,1.643632,1.477672
31.711552420342695,2.752711,2.489956
31.114315196825586,4.364471,3.972931
30.525774736241672,6.544195,5.954397
29.945847436692194,9.301745,8.444571
29.37444994350019,12.76955,11.46912
28.811499153658932,16.84294,14.87058
28.25691222026798,20.78031,18.05214
27.710606556956886,23.31223,20.06737
27.17249984229531,22.9922,19.81202
26.642510024188777,19.48307,16.98835
26.120555324259794,13.74885,12.29794
25.60655424221295,7.629239,7.165428
25.100425560183893,2.999726,3.067289
24.602088347070723,0.5867234,0.7422863
24.11146196284769,-0.06159363,0.01417702
23.628466062859694,0.00234762,0.02775953
23.15302060209761,0.06316023,0.09318914
22.68504583945305,0.05532858,0.100128
22.22446234195199,0.03216124,0.06493913
21.771190988966396,0.02042634,0.03090817
21.325152976403103,0.006716166,0.03411587
20.886269820869103,-0.01279178,0.03329173
20.454463363812533,-0.01267942,0.0319389
20.02965577563837,-0.02076335,0.03730696
19.611769559798113,-0.0103153,0.01674517
19.2007275568526,-0.01370237,0.03669852
18.796452948507167,-0.01588471,0.05774834
18.3988692616184,-0.01568649,0.07692335
18.00790037217141,-0.0153754,0.07832009
17.623470509226998,-0.01981339,0.05604426
17.245504258837837,-0.01670191,0.01812791
16.873926567932667,-0.0143864,-0.004516654
16.508662748168074,0.008114753,-0.01128083
16.14963847974648,0.02687631,0.008132088
15.796779815199876,0.03990451,0.02305708
15.450013183138294,0.04694601,0.04565426
15.109265391962127,0.03810486,0.06051122
14.77446363353778,0.03142421,0.04853374
14.445535486835244,0.02832836,0.03480674
14.122408921527224,0.0215968,0.02154223
13.805012301548784,0.01956811,-0.0003994611
13.49327438861661,0.0213803,-0.01235251
13.187124345707089,0.02260504,0.00248551
12.886491740492554,0.02641283,0.03104118
12.591306548734323,0.02981883,0.04409731
12.301499157632463,0.02299672,0.02845759
12.017000369130491,0.01119859,0.008010739
11.737741403175116,-0.002996173,0.003235284
11.463653900929566,-0.009843756,0.01630125
11.194669927939719,-0.01477849,0.03968552
10.930721977252558,-0.01826864,0.05491601
10.671742972485596,-0.01059365,0.05273647
10.41766627084703,-0.009635925,0.02651222
10.168425666105291,-0.006449913,-0.0008520149
9.923955391507418,-0.0002946648,0.0001377191
9.68419012264542,0.002141537,0.005400489
9.449064980269707,0.01309165,0.01770588
9.21851553304903,0.02374302,0.02590309
8.992477800275834,0.03177246,0.02393171
8.770888254516358,0.02679149,0.02111027
8.553683824204763,0.0127864,0.0224014
8.340801896180361,0.005363405,0.03664381
8.132180318167402,0.01710296,0.04515639
7.927757401196279,0.03630653,0.05183705
7.727471921965787,0.04645441,0.06610688
7.531263125145462,0.04040289,0.05814895
7.339070725617198,0.03668798,0.03910808
7.150834910655747,0.03466161,0.02026633
6.966496342046895,0.02741945,0.00532197
6.785996158143029,0.02079471,-0.004163262
6.60927597585513,0.00541931,-0.01333952
6.436277892580567,-0.02246487,0.001660631
6.266944488066108,-0.03185378,0.01429718
6.101218826205347,-0.03400214,0.005950619
5.939044456769872,-0.02328222,-0.008840736
5.780365417073726,-0.01713074,-0.01816462
5.625126233570219,-0.02028308,-0.02560685
5.473271923380861,-0.0290571,-0.04098637
5.32474799575536,-0.02562079,-0.05142181
5.179500453462506,-0.01089083,-0.05268016
5.03747579411107,0.003023172,-0.04424563
4.898621011400282,-0.01791502,-0.0282087
4.762883596299403,-0.03118388,-0.00542883
4.630211538155672,-0.02967827,0.02589035
4.500553325730249,-0.0160046,0.04069976
4.373857948161693,-0.00858693,0.03577154
4.250074895856301,0.0137957,0.0351899
4.1291541613050935,0.01822407,0.03420089
4.011046239826798,0.0343217,0.02933514
3.895702130236473,0.0546997,0.03660707
3.7830733354394344,0.07746051,0.05947516
3.6731118629499178,0.08073352,0.08205966
3.5657702253343833,0.04239539,0.0947751
3.4610014405787743,-0.01091455,0.09731718
3.3587590323796968,-0.04569308,0.08934125
3.2589970303590383,-0.07411335,0.0622912
3.1616699702017974,-0.0710444,0.02467981
3.06673289371688,-0.05722809,-0.01233208
2.974141348820561,-0.04770659,-0.0492014
2.883851389442476,-0.053922,-0.06718988
2.795819575353837,-0.07297018,-0.06840495
2.7100029719178047,-0.05923926,-0.07119842
2.6263591497618415,-0.06494469,-0.08092384
2.5448461843718677,-0.07245051,-0.1060603
2.4654226556081738,-0.06997522,-0.1287031
2.388047647143046,-0.0407664,-0.1236918
2.3126807458199306,-0.02590068,-0.09561867
2.2392820409343055,-0.03003371,-0.05946732
2.1678121234360694,-0.04837078,-0.04912905
2.098232085053634,-0.05196095,-0.05156648
2.03050351733967,-0.07516221,-0.06159172
1.9645885106386516,-0.0812033,-0.06767542
1.9004496529763142,-0.07954343,-0.051194
1.83805002887113,-0.06195062,-0.0316303
1.7773532180679907,-0.0694282,-0.02219539
1.7183232941943247,-0.08131627,-0.02137632
1.660924823338804,-0.08697457,-0.02860723
1.6051228625529923,-0.05539299,-0.02571437
