nt,Ladder,raiA_02
553.9852092175938,0.8090066,0.2992465
549.271653121675,0.8170897,0.3613648
544.5845154581343,0.8394588,0.4012514
539.9237454213475,0.8714378,0.4061155
535.2892918512665,0.9177065,0.3606275
530.6811032336304,1.007508,0.2857165
526.0991277001766,1.151866,0.2339488
521.5433130288818,1.340055,0.2477684
517.0136066442171,1.54692,0.2926218
512.5099556174135,1.786985,0.311798
508.0323066667611,2.129857,0.3116232
503.5806061579002,2.637392,0.2982311
499.1548001041572,3.403896,0.2813887
494.75483416687877,4.499679,0.2779537
490.3806536557905,5.978543,0.2724896
486.03220352937615,7.956925,0.2664656
481.70942839526913,10.39859,0.2417749
477.4122725106679,13.25049,0.2059158
473.14067978276375,16.50554,0.1924162
468.8945937691922,20.10003,0.1931861
464.673957678502,24.03109,0.2144486
460.4787143706379,28.09178,0.2186115
456.3088063574519,31.85541,0.2035146
452.164175803222,34.93351,0.2032054
448.0447645251983,36.78253,0.2048467
443.95051399416917,36.66079,0.2163941
439.8813653350368,33.97912,0.2284704
435.83725932742675,28.72332,0.2410717
431.81813640630287,21.74128,0.255529
427.823936662612,14.30931,0.2527707
423.8545998439473,7.882494,0.2608887
419.91006535522456,3.622306,0.2894799
415.99027225938954,1.586809,0.3003064
412.0951592781354,0.9007674,0.3010275
408.22466479264676,0.7409428,0.290824
404.37872684436593,0.6863722,0.2849126
400.5572831357716,0.6543939,0.2880675
396.7602710311882,0.6249613,0.2929049
392.98762755760896,0.6089663,0.313777
389.2392894055439,0.5858889,0.340185
385.51519292988917,0.5532968,0.3534563
381.8152741508148,0.5507765,0.3557547
378.13946875467826,0.5517884,0.3420065
374.48771209495476,0.5331415,0.32419
370.859939193195,0.5055331,0.324009
367.2560847400006,0.4802964,0.3407313
363.67608309602036,0.4464506,0.357642
360.1198682929773,0.4056093,0.3670299
356.58737403470593,0.3958874,0.3709498
353.078533698221,0.3942674,0.353584
349.59328033480733,0.3866364,0.3341618
346.13154667112457,0.3920243,0.3370084
342.6932651103503,0.4053434,0.3551451
339.2783677333286,0.426456,0.380053
335.88678629975436,0.4269321,0.4045369
332.51845224937585,0.4440452,0.4301764
329.17329670321874,0.4522054,0.4435689
325.85125046483927,0.4414054,0.43539
322.5522440215946,0.4144104,0.4307695
319.2762075459419,0.3979665,0.4420759
316.023070896758,0.3667822,0.4622646
312.792763620683,0.3510423,0.4846843
309.58521495349123,0.3174249,0.5050065
306.4003538214823,0.3232249,0.532439
303.23810884289855,0.3320563,0.5548554
300.09840832936675,0.3428077,0.5826604
296.9811802873618,0.3413825,0.6424831
293.88635241969854,0.3454381,0.7014396
290.81385212704794,0.3205789,0.7447872
287.7636065094737,0.3211881,0.7767403
284.73554236799856,0.3293265,0.7995615
281.7295862061926,0.3703833,0.8560546
278.74566423178936,0.4247325,0.9504989
275.7837023583238,0.4577825,1.082605
272.8436262067973,0.468653,1.249332
269.9253611073683,0.4722857,1.413784
267.02883210106813,0.4391938,1.607314
264.1539639415412,0.4058382,1.840154
261.30068109681247,0.3782916,2.155237
258.46890775107954,0.3545728,2.60889
255.6585678065303,0.3543422,3.211771
252.8695848851874,0.3629925,3.983163
250.10188233077866,0.3586006,4.958507
247.35538321063217,0.3539703,6.236622
244.6300103175985,0.347183,7.940697
241.92568617199967,0.3423591,10.27934
239.24233302360193,0.3556363,13.51137
236.57987285361926,0.3835447,17.83908
233.93822737673747,0.4046573,23.25542
231.3173180431699,0.4353151,29.38637
228.71706604073637,0.4658379,35.3757
226.13739229697035,0.5077186,40.25399
223.57821748125286,0.5687518,43.12321
221.03946200697067,0.6514348,43.63138
218.52104603370512,0.7642345,42.07398
216.0228894694444,0.9075517,39.23132
213.54491197282331,1.052204,36.22099
211.08703295539217,1.265381,33.80451
208.64917158391034,1.553145,32.39732
206.23124678266552,1.981202,32.41045
203.83317723582581,2.640438,33.92525
201.45488138981008,3.615207,37.0014
199.09627745569426,5.122335,41.95864
196.75728341163858,7.708499,49.38103
194.4378170053443,11.81554,59.82238
192.13779575653825,17.55227,74.76382
189.85713695948158,23.89953,97.21806
187.59575768551008,29.00714,132.9624
185.3535747855982,31.05572,190.3017
183.13050489295068,29.22473,274.0176
180.92646442562386,24.21329,376.4801
178.74136958917066,17.84338,474.1564
176.5751363793166,11.97005,531.6068
174.42768058465845,7.717654,521.8755
172.29891778939552,4.989367,442.4414
170.18876337608316,3.260251,318.1847
168.09713252841578,2.115629,189.4037
166.0239402340385,1.373983,90.02435
163.96910128738165,0.9330634,33.22587
161.9325302925276,0.6568177,11.17667
159.91414166610045,0.4788151,5.501254
157.91384964018405,0.3364963,4.745781
155.93156826526908,0.2478549,4.800427
153.9672114132237,0.2115829,4.297341
152.02069278029347,0.1897329,3.692345
150.09192589012815,0.17377,3.111594
148.18082409683294,0.1574584,2.618135
146.2873005880499,0.1333477,2.240061
144.41126838806318,0.1284922,1.977913
142.55264036093268,0.1537423,1.828156
140.71132921365358,0.1942327,1.753477
138.8872474993418,0.2198406,1.684194
137.08030762044737,0.2395665,1.613884
135.29042183199203,0.24787,1.533139
133.5175022448357,0.2459767,1.482596
131.76146082896625,0.2473583,1.429503
130.02220941681733,0.2644839,1.352901
128.29965970661124,0.2791696,1.308426
126.59372326572787,0.2880244,1.278256
124.90431153409892,0.2948457,1.246078
123.23133582762902,0.3047268,1.239328
121.57470734163994,0.2995187,1.26034
119.9343371543424,0.2843959,1.330642
118.31013623033184,0.2610949,1.420411
116.70201542411014,0.2415546,1.548348
115.10988548363083,0.2349523,1.713867
113.53365705386989,0.2370942,1.843383
111.97324068042175,0.2375745,1.950842
110.42854681311881,0.2432306,1.949102
108.89948580967523,0.2625885,1.831553
107.3859679393555,0.2752649,1.65176
105.8879033866656,0.2892041,1.455535
104.40520225506994,0.2961011,1.27554
102.93777457072963,0.2920215,1.142853
101.4855302862655,0.2762195,1.082295
100.0483792845441,0.260508,1.076815
98.62623138248529,0.2459227,1.061587
97.21899633489475,0.2193876,1.083566
95.82658383831735,0.1893128,1.109394
94.4489035349128,0.1653153,1.101692
93.08586501635435,0.1355334,1.059821
91.73737782774799,0.1125514,1.015868
90.40335147157447,0.1101604,0.9605334
89.08369541165179,0.108792,0.8905566
87.77831907711852,0.1076198,0.8451708
86.48713186643849,0.1207695,0.8420735
85.21004315142554,0.1549373,0.8252403
83.9469622812892,0.1738925,0.793487
82.6977985866988,0.1837539,0.7725325
81.46246138386884,0.1939857,0.7767617
80.24085997866294,0.2022135,0.7689242
79.03290367071617,0.2148362,0.7425795
77.83850175757742,0.2319876,0.7629362
76.65756353886948,0.2430358,0.7557847
75.48999832046682,0.2409609,0.7314528
74.3357154186918,0.2149944,0.7482474
73.19462416452785,0.1898887,0.7722034
72.06663390784975,0.1838043,0.7986389
70.95165402167078,0.1962961,0.7863517
69.84959390640586,0.2175426,0.777692
68.76036299415127,0.2274985,0.7884815
67.68387075297906,0.2407218,0.7702867
66.62002669124753,0.2599946,0.7751138
65.56874036192596,0.264132,0.7767301
64.52992136693399,0.295008,0.7610569
63.50347936149501,0.3426586,0.7423365
62.48932405850318,0.3735657,0.7276641
61.48736523290335,0.3660173,0.7051356
60.49751272608431,0.3545769,0.6771308
59.51967645028357,0.3558508,0.6523291
58.553766393004906,0.3665732,0.6134037
57.59969262144664,0.3864307,0.5661446
56.65736528694131,0.4249529,0.501466
55.72669462940545,0.4370855,0.4710468
54.807590981800175,0.4144328,0.4525911
53.89996477460041,0.3717239,0.4196929
53.003726540273625,0.3416976,0.4348167
52.11878691776756,0.3253522,0.4678554
51.24505665700524,0.3247865,0.4808816
50.38244662338826,0.3314655,0.4754389
49.53086780230661,0.340815,0.4511042
48.69023130365556,0.3281782,0.4281798
47.86044836635803,0.3109956,0.3720493
47.04143036289289,0.3019711,0.3325693
46.23308880382793,0.3039937,0.3194551
45.43533534235744,0.2975164,0.3146522
44.64808177884282,0.2869144,0.3129412
43.87124006535791,0.2620296,0.2960123
43.10472231023569,0.2659613,0.2863675
42.34844078261746,0.2640815,0.2788631
41.60230791700385,0.2570059,0.2555551
40.866236317806255,0.240545,0.2232867
40.14013876389891,0.2222244,0.1957074
39.42392821317054,0.1937496,0.1853241
38.717517807075026,0.1752382,0.182917
38.02082087518059,0.1681091,0.171821
37.33375093971671,0.1736849,0.1736223
36.656221720118346,0.1708427,0.146034
35.988147137566685,0.1842799,0.1354756
35.32944131952535,0.2381471,0.1468226
34.68001860427259,0.2817011,0.2209132
34.039793545427074,0.4161476,0.4016677
33.40868091646846,0.6465616,0.6839515
32.78659571525052,1.113431,1.140856
32.17345316850693,1.860403,1.939179
31.569168736349106,3.011402,3.055374
30.97365811675454,4.629883,4.659238
30.386837250046227,6.701861,6.67569
29.808622323361444,9.254753,9.089119
29.238929775109256,12.39535,11.93108
28.67767629941672,15.8996,14.93766
28.124778850562116,19.25866,17.75344
27.580154647395275,21.10922,19.51215
27.043721177743958,20.42802,19.14581
26.515396202804997,17.0134,16.462
25.99509776152057,11.81896,11.99846
25.482744174937686,6.451885,7.082198
24.978254050551165,2.415721,3.126293
24.48154628662827,0.358502,0.7654005
23.992540076515283,-0.1232592,-0.009711814
23.51115491292423,-0.1056363,-0.06093741
23.037310592199837,-0.06590454,-0.007419194
22.570927218565448,-0.07799368,-0.01124799
22.111925208347134,-0.08130906,-0.02041418
21.660225294175305,-0.06084288,-0.004401033
21.215748529163026,-0.03287955,0.05216135
20.77841629106004,-0.009934025,0.1061028
20.34815028638205,-0.01064301,0.1246582
19.924872554514142,-0.01636376,0.09042651
19.508505471787444,-0.02278002,0.06656449
19.09897175552854,-0.01950275,0.01947845
18.696194468080584,-0.02929282,-0.01304807
18.30009702079535,-0.02487115,-0.01041985
17.91060317799532,-0.04053689,-0.01519872
17.527637060905086,-0.07005506,0.008053825
17.151123151551104,-0.08215152,0.003618983
16.780986296628967,-0.07602526,0.007323492
16.417151711337638,-0.0834533,0.03114706
16.059544983179332,-0.07260434,0.03540368
15.708092075724558,-0.06663884,0.04891858
15.36271933234133,-0.04686086,0.0529613
15.0233534798876,-0.05163353,0.06156351
14.689921632366575,-0.0421524,0.06029361
14.3623512945432,-0.0252864,0.05390696
14.040570365521804,-0.006716862,0.05088917
13.72450714228352,0.003671203,0.04941741
13.414090323182922,-0.0008099751,0.06053063
13.109249011402765,-0.01922377,0.05833027
12.809912718366439,-0.03234313,0.03650235
12.516011367106573,-0.03919498,0.008844164
12.227475295589814,-0.02228097,-0.0005691899
11.944235259996065,-0.01541724,0.0198368
11.666222437952113,-0.01322356,0.02939807
11.393368431718299,-0.0006834356,0.01998486
11.12560527132754,-0.0005333399,-0.004649101
10.862865417675994,0.003525672,-0.04840554
10.60508176556426,-0.004811185,-0.07170527
10.352187646688737,-0.03230972,-0.07215047
10.104116832581793,-0.05296083,-0.04720548
9.860803537500336,-0.0642556,-0.03086583
9.622182421261746,-0.06243902,-0.02310424
9.388188592026426,-0.06208141,-0.007051744
9.1587576090263,-0.05950934,0.00290653
8.93382548523826,-0.06439614,0.01134859
8.71332869000182,-0.06811544,0.0006181889
8.497204151580313,-0.05763138,-0.006797208
8.285389259664711,-0.0385115,-0.0234886
8.07782186781948,-0.02515079,-0.02583177
7.874440295869441,-0.02450137,-0.05115237
7.675183332227111,-0.03687277,-0.06313056
7.479990236159768,-0.03781562,-0.0834498
7.2888007399952555,-0.04037789,-0.08333042
7.101555051266252,-0.03214264,-0.08377834
6.918193854791766,0.001886878,-0.0548384
6.738658314695588,0.01851238,-0.03746011
6.562890076360736,0.01522357,-0.03216411
6.390831268319279,0.005470497,-0.03997261
6.222424504076977,-0.0167735,-0.027886
6.057612883871913,-0.01778062,-0.02367508
5.896339996366505,-0.0062277,0.001904176
5.738549920272377,0.009056874,0.01934795
5.584187225907255,0.03469341,0.04192098
5.4331969766835835,0.03049772,0.05200621
5.285524730527864,0.01733185,0.04622314
5.141116541230519,0.02145832,0.04155675
4.999918959725466,0.01889503,0.01586829
4.861879035298897,0.009440794,0.01242245
4.726944316726878,-0.002052307,0.02662574
4.5950628533409885,-0.01065662,0.0324897
4.4661831960216904,-0.02040198,0.02361703
4.340254398118917,-0.04156673,0.005189316
4.217226016299288,-0.04310913,-0.02502226
4.097048111319674,-0.02283395,-0.05947199
3.979671248726542,-0.01430971,-0.09574221
3.865046499480687,-0.01544303,-0.08878645
3.7531254405070436,-0.02347333,-0.0791582
3.6438601551690457,-0.03288598,-0.07315529
3.537203233667391,-0.0345557,-0.06687617
3.4331077733626074,-0.03438914,-0.05037521
3.3315273790213507,-0.03632843,-0.03435439
3.2324161629859924,-0.04397131,-0.02945879
3.1357287452672584,-0.06943101,-0.005816521
3.041420253559721,-0.0958725,0.02958699
2.9494463231798203,-0.1038195,0.03272546
2.859763096926324,-0.0942529,0.02567893
2.772327224862912,-0.06706141,-0.00514717
2.6870958640228477,-0.04573244,-0.03263078
2.6040266780355643,-0.04782651,-0.07342422
2.5230778366750086,-0.05612877,-0.1043374
2.4442080153297074,-0.06115367,-0.09425256
2.367376394394531,-0.05851844,-0.06335918
2.2925426585839896,-0.05287551,-0.03684969
2.2196669961672555,-0.05728785,-0.02178091
2.1487100981247194,-0.03851215,-0.04475382
2.079633157226304,-0.01720084,-0.07356744
2.0123978670314835,-0.004354328,-0.1070593
1.9469664208111714,0.007280638,-0.1161019
1.8833015103916217,0.001191711,-0.1158141
1.8213663249204404,-0.0222954,-0.1014673
1.7611245495549326,-0.04049403,-0.07383825
1.7025403640730157,-0.06218719,-0.07652564
1.6455784414068784,-0.06218719,-0.08624268
1.5902039460997441,-0.06218719,-0.08624268
