nt,Ladder,ROOL_120
539.9237454213475,0.8714378,15.74698
535.2892918512665,0.9177065,16.41542
530.6811032336304,1.007508,17.17983
526.0991277001766,1.151866,17.92077
521.5433130288818,1.340055,18.42441
517.0136066442171,1.54692,18.59526
512.5099556174135,1.786985,18.41672
508.0323066667611,2.129857,17.94477
503.5806061579002,2.637392,17.28871
499.1548001041572,3.403896,16.55013
494.75483416687877,4.499679,15.81756
490.3806536557905,5.978543,14.97542
486.03220352937615,7.956925,13.93691
481.70942839526913,10.39859,12.75978
477.4122725106679,13.25049,11.56295
473.14067978276375,16.50554,10.47468
468.8945937691922,20.10003,9.625854
464.673957678502,24.03109,9.175854
460.4787143706379,28.09178,9.110663
456.3088063574519,31.85541,9.345599
452.164175803222,34.93351,9.819285
448.0447645251983,36.78253,10.32217
443.95051399416917,36.66079,10.60992
439.8813653350368,33.97912,10.56089
435.83725932742675,28.72332,10.23555
431.81813640630287,21.74128,9.770951
427.823936662612,14.30931,9.2382
423.8545998439473,7.882494,8.765617
419.91006535522456,3.622306,8.380268
415.99027225938954,1.586809,7.979382
412.0951592781354,0.9007674,7.54786
408.22466479264676,0.7409428,7.182963
404.37872684436593,0.6863722,6.928196
400.5572831357716,0.6543939,6.732202
396.7602710311882,0.6249613,6.605293
392.98762755760896,0.6089663,6.694633
389.2392894055439,0.5858889,7.022985
385.51519292988917,0.5532968,7.592494
381.8152741508148,0.5507765,8.290972
378.13946875467826,0.5517884,8.909714
374.48771209495476,0.5331415,9.209714
370.859939193195,0.5055331,9.050428
367.2560847400006,0.4802964,8.515896
363.67608309602036,0.4464506,7.745339
360.1198682929773,0.4056093,6.995795
356.58737403470593,0.3958874,6.506137
353.078533698221,0.3942674,6.381591
349.59328033480733,0.3866364,6.695016
346.13154667112457,0.3920243,7.314355
342.6932651103503,0.4053434,8.031848
339.2783677333286,0.426456,8.604552
335.88678629975436,0.4269321,8.839564
332.51845224937585,0.4440452,8.639451
329.17329670321874,0.4522054,8.064209
325.85125046483927,0.4414054,7.2932
322.5522440215946,0.4144104,6.484843
319.2762075459419,0.3979665,5.783192
316.023070896758,0.3667822,5.227631
312.792763620683,0.3510423,4.777269
309.58521495349123,0.3174249,4.38939
306.4003538214823,0.3232249,4.035694
303.23810884289855,0.3320563,3.754387
300.09840832936675,0.3428077,3.554009
296.9811802873618,0.3413825,3.447852
293.88635241969854,0.3454381,3.470785
290.81385212704794,0.3205789,3.623411
287.7636065094737,0.3211881,3.89242
284.73554236799856,0.3293265,4.191564
281.7295862061926,0.3703833,4.488015
278.74566423178936,0.4247325,4.692954
275.7837023583238,0.4577825,4.80055
272.8436262067973,0.468653,4.817431
269.9253611073683,0.4722857,4.787674
267.02883210106813,0.4391938,4.781231
264.1539639415412,0.4058382,4.747962
261.30068109681247,0.3782916,4.635633
258.46890775107954,0.3545728,4.41304
255.6585678065303,0.3543422,4.092793
252.8695848851874,0.3629925,3.782792
250.10188233077866,0.3586006,3.602264
247.35538321063217,0.3539703,3.601875
244.6300103175985,0.347183,3.767061
241.92568617199967,0.3423591,3.970228
239.24233302360193,0.3556363,4.092992
236.57987285361926,0.3835447,4.068497
233.93822737673747,0.4046573,3.882479
231.3173180431699,0.4353151,3.593647
228.71706604073637,0.4658379,3.303837
226.13739229697035,0.5077186,3.086142
223.57821748125286,0.5687518,2.971076
221.03946200697067,0.6514348,2.961941
218.52104603370512,0.7642345,3.044715
216.0228894694444,0.9075517,3.198181
213.54491197282331,1.052204,3.425634
211.08703295539217,1.265381,3.714736
208.64917158391034,1.553145,4.004061
206.23124678266552,1.981202,4.188295
203.83317723582581,2.640438,4.217066
201.45488138981008,3.615207,4.052768
199.09627745569426,5.122335,3.745331
196.75728341163858,7.708499,3.348856
194.4378170053443,11.81554,2.945074
192.13779575653825,17.55227,2.608262
189.85713695948158,23.89953,2.371533
187.59575768551008,29.00714,2.255771
185.3535747855982,31.05572,2.295958
183.13050489295068,29.22473,2.384406
180.92646442562386,24.21329,2.461386
178.74136958917066,17.84338,2.471894
176.5751363793166,11.97005,2.393176
174.42768058465845,7.717654,2.28658
172.29891778939552,4.989367,2.195243
170.18876337608316,3.260251,2.210754
168.09713252841578,2.115629,2.336055
166.0239402340385,1.373983,2.531928
163.96910128738165,0.9330634,2.81161
161.9325302925276,0.6568177,3.106023
159.91414166610045,0.4788151,3.323946
157.91384964018405,0.3364963,3.418567
155.93156826526908,0.2478549,3.395424
153.9672114132237,0.2115829,3.206625
152.02069278029347,0.1897329,2.888926
150.09192589012815,0.17377,2.530798
148.18082409683294,0.1574584,2.17553
146.2873005880499,0.1333477,1.839909
144.41126838806318,0.1284922,1.545053
142.55264036093268,0.1537423,1.322949
140.71132921365358,0.1942327,1.151754
138.8872474993418,0.2198406,1.013484
137.08030762044737,0.2395665,0.9425536
135.29042183199203,0.24787,0.9323829
133.5175022448357,0.2459767,0.991926
131.76146082896625,0.2473583,1.089781
130.02220941681733,0.2644839,1.20784
128.29965970661124,0.2791696,1.360793
126.59372326572787,0.2880244,1.522697
124.90431153409892,0.2948457,1.685889
123.23133582762902,0.3047268,1.823962
121.57470734163994,0.2995187,1.93462
119.9343371543424,0.2843959,1.983627
118.31013623033184,0.2610949,1.942903
116.70201542411014,0.2415546,1.853565
115.10988548363083,0.2349523,1.738188
113.53365705386989,0.2370942,1.60782
111.97324068042175,0.2375745,1.478841
110.42854681311881,0.2432306,1.344524
108.89948580967523,0.2625885,1.224848
107.3859679393555,0.2752649,1.108827
105.8879033866656,0.2892041,0.9944228
104.40520225506994,0.2961011,0.8913238
102.93777457072963,0.2920215,0.8074718
101.4855302862655,0.2762195,0.7304896
100.0483792845441,0.260508,0.6790922
98.62623138248529,0.2459227,0.659476
97.21899633489475,0.2193876,0.6604384
95.82658383831735,0.1893128,0.6740776
94.4489035349128,0.1653153,0.7081579
93.08586501635435,0.1355334,0.7557427
91.73737782774799,0.1125514,0.7907731
90.40335147157447,0.1101604,0.8012604
89.08369541165179,0.108792,0.8064517
87.77831907711852,0.1076198,0.7934741
86.48713186643849,0.1207695,0.7555249
85.21004315142554,0.1549373,0.7055727
83.9469622812892,0.1738925,0.6413113
82.6977985866988,0.1837539,0.5758841
81.46246138386884,0.1939857,0.5362186
80.24085997866294,0.2022135,0.5211876
79.03290367071617,0.2148362,0.5240026
77.83850175757742,0.2319876,0.5287262
76.65756353886948,0.2430358,0.5182214
75.48999832046682,0.2409609,0.4883983
74.3357154186918,0.2149944,0.4503133
73.19462416452785,0.1898887,0.4293714
72.06663390784975,0.1838043,0.403676
70.95165402167078,0.1962961,0.3790663
69.84959390640586,0.2175426,0.3543306
68.76036299415127,0.2274985,0.3313885
67.68387075297906,0.2407218,0.330169
66.62002669124753,0.2599946,0.33623
65.56874036192596,0.264132,0.3510245
64.52992136693399,0.295008,0.3716171
63.50347936149501,0.3426586,0.3961799
62.48932405850318,0.3735657,0.428441
61.48736523290335,0.3660173,0.4472935
60.49751272608431,0.3545769,0.4459454
59.51967645028357,0.3558508,0.4378841
58.553766393004906,0.3665732,0.415653
57.59969262144664,0.3864307,0.3984878
56.65736528694131,0.4249529,0.3777852
55.72669462940545,0.4370855,0.3626201
54.807590981800175,0.4144328,0.3398826
53.89996477460041,0.3717239,0.303298
53.003726540273625,0.3416976,0.2752624
52.11878691776756,0.3253522,0.2730872
51.24505665700524,0.3247865,0.2801306
50.38244662338826,0.3314655,0.277094
49.53086780230661,0.340815,0.2635141
48.69023130365556,0.3281782,0.2630354
47.86044836635803,0.3109956,0.2423943
47.04143036289289,0.3019711,0.2253068
46.23308880382793,0.3039937,0.2044195
45.43533534235744,0.2975164,0.1946131
44.64808177884282,0.2869144,0.1808832
43.87124006535791,0.2620296,0.1776797
43.10472231023569,0.2659613,0.1710869
42.34844078261746,0.2640815,0.1713034
41.60230791700385,0.2570059,0.1555313
40.866236317806255,0.240545,0.1553239
40.14013876389891,0.2222244,0.1555372
39.42392821317054,0.1937496,0.1384159
38.717517807075026,0.1752382,0.1229455
38.02082087518059,0.1681091,0.09809667
37.33375093971671,0.1736849,0.09239261
36.656221720118346,0.1708427,0.1204294
35.988147137566685,0.1842799,0.1785482
35.32944131952535,0.2381471,0.2747729
34.68001860427259,0.2817011,0.4250949
34.039793545427074,0.4161476,0.6977229
33.40868091646846,0.6465616,1.129697
32.78659571525052,1.113431,1.81631
32.17345316850693,1.860403,2.807523
31.569168736349106,3.011402,4.171554
30.97365811675454,4.629883,5.992178
30.386837250046227,6.701861,8.239747
29.808622323361444,9.254753,10.96142
29.238929775109256,12.39535,13.93758
28.67767629941672,15.8996,16.9923
28.124778850562116,19.25866,19.59984
27.580154647395275,21.10922,20.70869
27.043721177743958,20.42802,19.56666
26.515396202804997,17.0134,16.09209
25.99509776152057,11.81896,11.14569
25.482744174937686,6.451885,6.145116
24.978254050551165,2.415721,2.327924
24.48154628662827,0.358502,0.3945084
23.992540076515283,-0.1232592,-0.134173
23.51115491292423,-0.1056363,-0.09276277
23.037310592199837,-0.06590454,-0.02195359
22.570927218565448,-0.07799368,0.02775237
22.111925208347134,-0.08130906,0.05020338
21.660225294175305,-0.06084288,0.04797918
21.215748529163026,-0.03287955,0.04189933
20.77841629106004,-0.009934025,0.02142358
20.34815028638205,-0.01064301,0.009330446
19.924872554514142,-0.01636376,-0.01066095
19.508505471787444,-0.02278002,-0.02795323
19.09897175552854,-0.01950275,-0.04566885
18.696194468080584,-0.02929282,-0.06212709
18.30009702079535,-0.02487115,-0.06419034
17.91060317799532,-0.04053689,-0.02741778
17.527637060905086,-0.07005506,0.01705113
17.151123151551104,-0.08215152,0.0298446
16.780986296628967,-0.07602526,0.02715942
16.417151711337638,-0.0834533,-0.008180433
16.059544983179332,-0.07260434,-0.03455359
15.708092075724558,-0.06663884,-0.04546967
15.36271933234133,-0.04686086,-0.04384272
15.0233534798876,-0.05163353,-0.03520085
14.689921632366575,-0.0421524,-0.02589268
14.3623512945432,-0.0252864,-0.02545759
14.040570365521804,-0.006716862,-0.04474713
13.72450714228352,0.003671203,-0.05793968
13.414090323182922,-0.0008099751,-0.04976507
13.109249011402765,-0.01922377,-0.02105587
12.809912718366439,-0.03234313,-0.0002230148
12.516011367106573,-0.03919498,-0.005860303
12.227475295589814,-0.02228097,-0.01643074
11.944235259996065,-0.01541724,-0.05425208
11.666222437952113,-0.01322356,-0.08015228
11.393368431718299,-0.0006834356,-0.06666427
11.12560527132754,-0.0005333399,-0.05575206
10.862865417675994,0.003525672,-0.04337059
10.60508176556426,-0.004811185,-0.0410119
10.352187646688737,-0.03230972,-0.04828192
10.104116832581793,-0.05296083,-0.03859761
9.860803537500336,-0.0642556,-0.02542753
9.622182421261746,-0.06243902,-0.02432164
9.388188592026426,-0.06208141,-0.01952666
9.1587576090263,-0.05950934,-0.01757964
8.93382548523826,-0.06439614,-0.0004807544
8.71332869000182,-0.06811544,0.01516525
8.497204151580313,-0.05763138,0.03794852
8.285389259664711,-0.0385115,0.05250601
8.07782186781948,-0.02515079,0.03069885
7.874440295869441,-0.02450137,-0.01267671
7.675183332227111,-0.03687277,-0.05113094
7.479990236159768,-0.03781562,-0.06710128
7.2888007399952555,-0.04037789,-0.06006946
7.101555051266252,-0.03214264,-0.04443073
6.918193854791766,0.001886878,-0.03781203
6.738658314695588,0.01851238,-0.04403777
6.562890076360736,0.01522357,-0.04608844
6.390831268319279,0.005470497,-0.02848459
6.222424504076977,-0.0167735,-0.003287952
6.057612883871913,-0.01778062,0.02098662
5.896339996366505,-0.0062277,0.0324265
5.738549920272377,0.009056874,0.02130868
5.584187225907255,0.03469341,0.003672053
5.4331969766835835,0.03049772,-0.009839818
5.285524730527864,0.01733185,-0.01907414
5.141116541230519,0.02145832,-0.02139045
4.999918959725466,0.01889503,-0.01712953
4.861879035298897,0.009440794,0.0003483898
4.726944316726878,-0.002052307,0.006691127
4.5950628533409885,-0.01065662,-0.0001091192
4.4661831960216904,-0.02040198,-0.00702915
4.340254398118917,-0.04156673,-0.009497103
4.217226016299288,-0.04310913,-0.004652335
4.097048111319674,-0.02283395,0.0002323779
3.979671248726542,-0.01430971,0.01362818
3.865046499480687,-0.01544303,0.02544391
3.7531254405070436,-0.02347333,0.01893831
3.6438601551690457,-0.03288598,0.005680828
3.537203233667391,-0.0345557,-0.006651168
3.4331077733626074,-0.03438914,-0.0127257
3.3315273790213507,-0.03632843,-0.02653111
3.2324161629859924,-0.04397131,-0.04066761
3.1357287452672584,-0.06943101,-0.031284
3.041420253559721,-0.0958725,-0.01705191
2.9494463231798203,-0.1038195,-0.01247163
2.859763096926324,-0.0942529,-0.02145056
2.772327224862912,-0.06706141,-0.03380835
2.6870958640228477,-0.04573244,-0.05180006
2.6040266780355643,-0.04782651,-0.08487167
2.5230778366750086,-0.05612877,-0.09526632
2.4442080153297074,-0.06115367,-0.08578411
2.367376394394531,-0.05851844,-0.0703743
2.2925426585839896,-0.05287551,-0.04568106
2.2196669961672555,-0.05728785,-0.04667282
2.1487100981247194,-0.03851215,-0.04866707
2.079633157226304,-0.01720084,-0.05994241
2.0123978670314835,-0.004354328,-0.06990211
1.9469664208111714,0.007280638,-0.04003643
1.8833015103916217,0.001191711,-0.01403351
1.8213663249204404,-0.0222954,0.00417769
1.7611245495549326,-0.04049403,0.01569156
1.7025403640730157,-0.06218719,0.01061621
1.6455784414068784,-0.06218719,0.0007715307
1.5902039460997441,-0.06218719,-0.03759639
